news,off
"The board includes two former government officials: Oliver Revell, president of the Revell Group International and former assistant director of the Federal Bureau of Investigation, and Harry Soyster, vice president of the Washington consultants Military Professional Resources Inc. and a former lieutenant general in the Army who directed the Defense Intelligence Agency.",0
"Dennis B. Ross, who oversaw Iran policy for the White House until early 2012, says one reason direct talks would make sense after the election is that the current major-power negotiations are bogged down in incremental efforts, which may not achieve a solution in time to prevent a military strike.",0
"In a joint letter with Marvin Olasky, one of Mr. Bush's original advisers on religious initiatives, Mr. Horowitz asked the president to drop the idea of directly financing religious charities.",0
"On this last day, he surrounded himself with family -- his daughters Alexandra and Vanessa got soaked with him in Milwaukee, and his sister Peggy was with him in Florida -- while his aides buoyed one another.",0
"Leaders of both houses questioned the strategy of arming pilots, as did the Bush administration and the airlines, but the idea appealed to the pilots themselves, and the public.",0
These include the disclosure last week that his current chief of staff and another former House aide were resisting defense subpoenas and threatening to assert their Fifth Amendment rights against compelled self-incrimination if called to the stand in Mr. Safavian's trial.,0
"While the two principals deny there is any tension, their aides and junior ministers keep the dispute alive by briefing reporters about their bosses' competing interests.",0
"Mr. Pataki, who has visited early-voting states as he considers a run, said in an interview that he was waiting to see who else was running, though he added that he was watching the field with an eye on whether he could support any of the other potential contenders for the nomination.",0
The National Science Foundation and the Microsoft Corporation have agreed to offer American scientific researchers free access to the company's new cloud computing service.,0
"But, the officials said, there is no evidence that the man's disease was caused by a terrorist attack and there is no public health risk.",1
"Mr. Trump, whose aides have tried to prod him toward a clarification of his proposed ban on Muslim immigrants, told a woman who asked about using veterans to replace ethnic Transportation Security Administration workers wearing ""heebeejabbies,"" an apparent reference to Muslim women's scarves, that he was ""looking at that.",0
